启运港,目的港,航线ID,开航日,航程(计划),共舱船公司,航线备注,船名航次,年份,船型,船期,启运港码头,目的港码头,航程(当次)
青岛,明日数航船期查询东南亚中国香港中国香港,03ec2aad9cb45b44957dfecd49da5d88,周三,3天,神原汽船(RNT) | OOCL(CHL4) | RCL(RNT) | WHL(CT1) | YML(NCT) | 外运集运(CTS1) | EMC(NCT) | COSCO(NCT),泰国直航,XIN QING DAO/250S,,,2026/1/7,前湾联合码头,HIT,3天
青岛,明日数航船期查询东南亚中国香港中国香港,edb8a539bc7c792ffa2fb52e8c6fee0d,周四,7天,MAERSK(PHI5),越泰直航,GSL ELEFTHERIA/546S,,,2025/11/21,前湾码头,MTL,5天
青岛,明日数航船期查询东南亚中国香港中国香港,edb8a539bc7c792ffa2fb52e8c6fee0d,周四,7天,MAERSK(PHI5),越泰直航,AS NARA/547S,2009,3534 TEU,2025/11/22,前湾码头,MTL,5天
青岛,明日数航船期查询东南亚中国香港中国香港,edb8a539bc7c792ffa2fb52e8c6fee0d,周四,7天,MAERSK(PHI5),越泰直航,RIO KOBE/548S,2009,3534 TEU,2025/11/28,前湾码头,MTL,6天
青岛,明日数航船期查询东南亚中国香港中国香港,edb8a539bc7c792ffa2fb52e8c6fee0d,周四,7天,MAERSK(PHI5),越泰直航,TS MELBOURNE/549S,2023,2954 TEU,2025/11/29,前湾码头,MTL,10天
青岛,明日数航船期查询东南亚中国香港中国香港,edb8a539bc7c792ffa2fb52e8c6fee0d,周四,7天,MAERSK(PHI5),越泰直航,GSL ELEFTHERIA/550S,,,2025/12/12,前湾码头,MTL,4天
青岛,明日数航船期查询东南亚中国香港中国香港,edb8a539bc7c792ffa2fb52e8c6fee0d,周四,7天,MAERSK(PHI5),越泰直航,AS NARA/551S,2009,3534 TEU,2025/12/18,前湾码头,MTL,5天
青岛,明日数航船期查询东南亚中国香港中国香港,edb8a539bc7c792ffa2fb52e8c6fee0d,周四,7天,MAERSK(PHI5),越泰直航,RIO KOBE/552S,2009,3534 TEU,2025/12/25,前湾码头,MTL,5天
青岛,明日数航船期查询东南亚中国香港中国香港,edb8a539bc7c792ffa2fb52e8c6fee0d,周四,7天,MAERSK(PHI5),越泰直航,TS MELBOURNE/601S,2023,2954 TEU,2026/1/1,前湾码头,MTL,5天
青岛,明日数航船期查询东南亚中国香港中国香港,8f7dd7048a6e4ddc489aa669790ebdb7,周五,5天,亚海航运(HHX2),越南直航,CA GUANGZHOU/2519W,,,2025/11/17,前湾码头,CSXWT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,8f7dd7048a6e4ddc489aa669790ebdb7,周五,5天,亚海航运(HHX2),越南直航,ASL HONG KONG/2547W,2022,1781 TEU,2025/11/24,前湾码头,CSXWT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,8f7dd7048a6e4ddc489aa669790ebdb7,周五,5天,亚海航运(HHX2),越南直航,CA MANILA/2522W,2024,1673 TEU,2025/11/28,前湾码头,CSXWT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,8f7dd7048a6e4ddc489aa669790ebdb7,周五,5天,亚海航运(HHX2),越南直航,CA GUANGZHOU/2520W,,,2025/11/29,前湾码头,CSXWT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,8f7dd7048a6e4ddc489aa669790ebdb7,周五,5天,亚海航运(HHX2),越南直航,CA GUANGZHOU/2521W,,,2025/12/10,前湾码头,CSXWT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,8f7dd7048a6e4ddc489aa669790ebdb7,周五,5天,亚海航运(HHX2),越南直航,CA MANILA/2523W,2024,1673 TEU,2025/12/12,前湾码头,CSXWT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,8f7dd7048a6e4ddc489aa669790ebdb7,周五,5天,亚海航运(HHX2),越南直航,CA GUANGZHOU/2522W,,,2025/12/22,前湾码头,CSXWT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,8f7dd7048a6e4ddc489aa669790ebdb7,周五,5天,亚海航运(HHX2),越南直航,CA MANILA/2524W,2024,1673 TEU,2025/12/26,前湾码头,CSXWT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,8f7dd7048a6e4ddc489aa669790ebdb7,周五,5天,亚海航运(HHX2),越南直航,CA GUANGZHOU/2523W,,,2026/1/2,前湾码头,CSXWT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,a4849ec32406c05c3ebfa24de67f1f60,周五,4天,SITC(CKV2),东南亚直航,SITC KANTO/2524S,2016,1800 TEU,2025/11/24,前湾联合码头,CCT,4天
青岛,明日数航船期查询东南亚中国香港中国香港,a4849ec32406c05c3ebfa24de67f1f60,周五,4天,SITC(CKV2),东南亚直航,SUNRISE DRAGON/2530S,,,2025/11/28,前湾联合码头,CCT,4天
青岛,明日数航船期查询东南亚中国香港中国香港,a4849ec32406c05c3ebfa24de67f1f60,周五,4天,SITC(CKV2),东南亚直航,SITC SHENGDE/2524S,2022,1781 TEU,2025/12/5,前湾联合码头,CCT,4天
青岛,明日数航船期查询东南亚中国香港中国香港,a4849ec32406c05c3ebfa24de67f1f60,周五,4天,SITC(CKV2),东南亚直航,SITC WENDE/2526S,,,2025/12/12,前湾联合码头,CCT,4天
青岛,明日数航船期查询东南亚中国香港中国香港,a4849ec32406c05c3ebfa24de67f1f60,周五,4天,SITC(CKV2),东南亚直航,SITC ZHEJIANG/2528S,,,2025/12/19,前湾联合码头,CCT,4天
青岛,明日数航船期查询东南亚中国香港中国香港,a4849ec32406c05c3ebfa24de67f1f60,周五,4天,SITC(CKV2),东南亚直航,SUNRISE DRAGON/2532S,,,2025/12/26,前湾联合码头,CCT,4天
青岛,明日数航船期查询东南亚中国香港中国香港,7f91d2264f9cf60ebebc8e44d08d7bdc,周五,5天,TSL(MBX),马尼拉直航,TS TOKYO/25016S,,,2025/11/20,前湾码头,HIT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,7f91d2264f9cf60ebebc8e44d08d7bdc,周五,5天,TSL(MBX),马尼拉直航,TS PUSAN/25021S,2019,1787 TEU,2025/11/27,前湾码头,HIT,4天
青岛,明日数航船期查询东南亚中国香港中国香港,7f91d2264f9cf60ebebc8e44d08d7bdc,周五,5天,TSL(MBX),马尼拉直航,TS KAOHSIUNG/25012S,,,2025/11/28,前湾码头,HIT,4天
青岛,明日数航船期查询东南亚中国香港中国香港,7f91d2264f9cf60ebebc8e44d08d7bdc,周五,5天,TSL(MBX),马尼拉直航,TS TOKYO/25017S,,,2025/12/6,前湾码头,HIT,4天
青岛,明日数航船期查询东南亚中国香港中国香港,7f91d2264f9cf60ebebc8e44d08d7bdc,周五,5天,TSL(MBX),马尼拉直航,,,,2025/12/19,前湾码头,HIT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,7f91d2264f9cf60ebebc8e44d08d7bdc,周五,5天,TSL(MBX),马尼拉直航,ZHONG GU XIA MEN/25009S,2017,2518 TEU,2025/12/26,前湾码头,HIT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,7f91d2264f9cf60ebebc8e44d08d7bdc,周五,5天,TSL(MBX),马尼拉直航,TS TOKYO/26001S,,,2026/1/2,前湾码头,HIT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,3960987c1e3212b841128765d9e5ec94,周六,5天,EMC(HKH),韩国直航,SEASPAN YINGKOU/0808-022S,2007,3534 TEU,2025/11/22,前湾码头,HIT,3天
青岛,明日数航船期查询东南亚中国香港中国香港,3960987c1e3212b841128765d9e5ec94,周六,5天,EMC(HKH),韩国直航,SEASPAN NEW DELHI/0809-022S,2005,4253 TEU,2025/11/25,前湾码头,HIT,1天
青岛,明日数航船期查询东南亚中国香港中国香港,3960987c1e3212b841128765d9e5ec94,周六,5天,EMC(HKH),韩国直航,SEASPAN YINGKOU/0810-023S,2007,3534 TEU,2025/11/29,前湾码头,HIT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,3960987c1e3212b841128765d9e5ec94,周六,5天,EMC(HKH),韩国直航,SEASPAN NEW DELHI/0811-023S,2005,4253 TEU,2025/12/6,前湾码头,HIT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,3960987c1e3212b841128765d9e5ec94,周六,5天,EMC(HKH),韩国直航,SEASPAN YINGKOU/0812-024S,2007,3534 TEU,2025/12/13,前湾码头,HIT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,3960987c1e3212b841128765d9e5ec94,周六,5天,EMC(HKH),韩国直航,SEASPAN NEW DELHI/0813-024S,2005,4253 TEU,2025/12/20,前湾码头,HIT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,3960987c1e3212b841128765d9e5ec94,周六,5天,EMC(HKH),韩国直航,,,,2025/12/27,前湾码头,HIT,5天
青岛,明日数航船期查询东南亚中国香港中国香港,3960987c1e3212b841128765d9e5ec94,周六,5天,EMC(HKH),韩国直航,,,,2026/1/3,前湾码头,HIT,5天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,2330699e6e982db4d6f151e95ce4121e,周一,12天,MSC(PERTIWI),东南亚直航,MSC BERN V/HW545A,2008,4300 TEU,2025/11/20,前湾码头,UTC3,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,2330699e6e982db4d6f151e95ce4121e,周一,12天,MSC(PERTIWI),东南亚直航,MSC NADIA IV/HW546A,2007,3586 TEU,2025/11/25,前湾码头,UTC3,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,2330699e6e982db4d6f151e95ce4121e,周一,12天,MSC(PERTIWI),东南亚直航,MSC GINA/HW547A,,,2025/11/30,前湾码头,UTC3,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,2330699e6e982db4d6f151e95ce4121e,周一,12天,MSC(PERTIWI),东南亚直航,MARIANETTA/HW548A,2003,4444 TEU,2025/12/7,前湾码头,UTC3,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,2330699e6e982db4d6f151e95ce4121e,周一,12天,MSC(PERTIWI),东南亚直航,MSC BEIRA IV/HW549A,2010,4256 TEU,2025/12/12,前湾码头,UTC3,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,2330699e6e982db4d6f151e95ce4121e,周一,12天,MSC(PERTIWI),东南亚直航,MSC MATTINA/HW550A,2007,4363 TEU,2025/12/21,前湾码头,UTC3,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,2330699e6e982db4d6f151e95ce4121e,周一,12天,MSC(PERTIWI),东南亚直航,MSC BERN V/HW551A,2008,4300 TEU,2025/12/28,前湾码头,UTC3,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,2330699e6e982db4d6f151e95ce4121e,周一,12天,MSC(PERTIWI),东南亚直航,MSC NADIA IV/HW552A,2007,3586 TEU,2026/1/4,前湾码头,UTC3,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,f2521a1260fe2d3d4bfab54677ad33b9,周一,14天,MERATUS(CIDX),印尼直航,MARINA AURORA/CJ017S,,,2025/11/24,大港码头,UTC1,10天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,f2521a1260fe2d3d4bfab54677ad33b9,周一,14天,MERATUS(CIDX),印尼直航,MARINA ATHENA/CJ018S,2025,1075 TEU,2025/12/11,大港码头,UTC1,14天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,f2521a1260fe2d3d4bfab54677ad33b9,周一,14天,MERATUS(CIDX),印尼直航,MARINA AURORA/CJ019S,,,2025/12/27,大港码头,UTC1,14天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,beae0494448922d3ce8a6a0082a465c5,周二,13天,MAERSK(INTRA ASIA 8),东南亚直航,MARSA PRIDE/545S,2005,2556 TEU,2025/11/19,前湾码头,NPCT1,7天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,beae0494448922d3ce8a6a0082a465c5,周二,13天,MAERSK(INTRA ASIA 8),东南亚直航,SPIL NIKEN/546S,2003,2532 TEU,2025/11/23,前湾码头,NPCT1,10天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,beae0494448922d3ce8a6a0082a465c5,周二,13天,MAERSK(INTRA ASIA 8),东南亚直航,ARTOTINA/547S,2001,2526 TEU,2025/12/1,前湾码头,NPCT1,9天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,beae0494448922d3ce8a6a0082a465c5,周二,13天,MAERSK(INTRA ASIA 8),东南亚直航,AS PIA/548S,2009,2578 TEU,2025/12/8,前湾码头,NPCT1,9天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,beae0494448922d3ce8a6a0082a465c5,周二,13天,MAERSK(INTRA ASIA 8),东南亚直航,SEASPAN GUAYAQUIL/549S,2010,2546 TEU,2025/12/15,前湾码头,NPCT1,9天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,beae0494448922d3ce8a6a0082a465c5,周二,13天,MAERSK(INTRA ASIA 8),东南亚直航,MARSA PRIDE/550S,2005,2556 TEU,2025/12/22,前湾码头,NPCT1,9天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,beae0494448922d3ce8a6a0082a465c5,周二,13天,MAERSK(INTRA ASIA 8),东南亚直航,SPIL NIKEN/551S,2003,2532 TEU,2025/12/29,前湾码头,NPCT1,9天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,beae0494448922d3ce8a6a0082a465c5,周二,13天,MAERSK(INTRA ASIA 8),东南亚直航,ARTOTINA/552S,2001,2526 TEU,2026/1/5,前湾码头,NPCT1,9天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,aef604b3b788b5018abd51b0ccaf1d78,周四,13天,WHL(CS3) | YML(CIM) | EMC(CIM),印尼直航,EVER ORIGIN/S043,2022,2476 TEU,2025/11/24,前湾码头,T300,13天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,aef604b3b788b5018abd51b0ccaf1d78,周四,13天,WHL(CS3) | YML(CIM) | EMC(CIM),印尼直航,WAN HAI 362/S023,,,2025/12/1,前湾码头,T300,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,aef604b3b788b5018abd51b0ccaf1d78,周四,13天,WHL(CS3) | YML(CIM) | EMC(CIM),印尼直航,YM CONTINUITY/S049,,,2025/12/4,前湾码头,NPCT1,13天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,aef604b3b788b5018abd51b0ccaf1d78,周四,13天,WHL(CS3) | YML(CIM) | EMC(CIM),印尼直航,ITAL BONNY/S097,2018,2851 TEU,2025/12/11,前湾码头,NPCT1,13天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,aef604b3b788b5018abd51b0ccaf1d78,周四,13天,WHL(CS3) | YML(CIM) | EMC(CIM),印尼直航,EVER BIRTH/S104,2017,2851 TEU,2025/12/18,前湾码头,NPCT1,13天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,aef604b3b788b5018abd51b0ccaf1d78,周四,13天,WHL(CS3) | YML(CIM) | EMC(CIM),印尼直航,ITAL BONUS/S118,,,2025/12/25,前湾码头,NPCT1,13天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,aef604b3b788b5018abd51b0ccaf1d78,周四,13天,WHL(CS3) | YML(CIM) | EMC(CIM),印尼直航,WAN HAI 362/S024,,,2026/1/1,前湾码头,NPCT1,13天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,aef604b3b788b5018abd51b0ccaf1d78,周四,13天,WHL(CS3) | YML(CIM) | EMC(CIM),印尼直航,YM CONTINUITY/S050,,,2026/1/8,前湾码头,NPCT1,13天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,fc8166987ffe0ed2dae756119149f9ca,周五,11天,亚海航运(KCS) | SITC(KCS) | OOCL(CIP2) | KMTC(KCS) | COSCO(NIS1) | CNC(KCSCNC),东南亚直航,CMA CGM GEORGE SAND/0XL9ZS1NC,2009,6350 TEU,2025/11/16,前湾码头,UTC1,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,fc8166987ffe0ed2dae756119149f9ca,周五,11天,亚海航运(KCS) | SITC(KCS) | OOCL(CIP2) | KMTC(KCS) | COSCO(NIS1) | CNC(KCSCNC),东南亚直航,CMA CGM POINTE PERCEE/0XLA1S1NC,2025,7928 TEU,2025/11/25,前湾码头,UTC1,4天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,fc8166987ffe0ed2dae756119149f9ca,周五,11天,亚海航运(KCS) | SITC(KCS) | OOCL(CIP2) | KMTC(KCS) | COSCO(NIS1) | CNC(KCSCNC),东南亚直航,ESL KABIR/0XLA3S1NC,2011,5605 TEU,2025/11/28,前湾码头,UTC1,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,fc8166987ffe0ed2dae756119149f9ca,周五,11天,亚海航运(KCS) | SITC(KCS) | OOCL(CIP2) | KMTC(KCS) | COSCO(NIS1) | CNC(KCSCNC),东南亚直航,TIANJIN BRIDGE/0XLA5S1NC,,,2025/12/6,前湾码头,UTC1,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,fc8166987ffe0ed2dae756119149f9ca,周五,11天,亚海航运(KCS) | SITC(KCS) | OOCL(CIP2) | KMTC(KCS) | COSCO(NIS1) | CNC(KCSCNC),东南亚直航,CMA CGM HONG KONG/0XLA7S1NC,2002,5510 TEU,2025/12/12,前湾码头,UTC1,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,fc8166987ffe0ed2dae756119149f9ca,周五,11天,亚海航运(KCS) | SITC(KCS) | OOCL(CIP2) | KMTC(KCS) | COSCO(NIS1) | CNC(KCSCNC),东南亚直航,CMA CGM GEORGE SAND/0XLA9S1NC,2009,6350 TEU,2025/12/19,前湾码头,UTC1,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,fc8166987ffe0ed2dae756119149f9ca,周五,11天,亚海航运(KCS) | SITC(KCS) | OOCL(CIP2) | KMTC(KCS) | COSCO(NIS1) | CNC(KCSCNC),东南亚直航,CMA CGM POINTE PERCEE/0XLABS1NC,2025,7928 TEU,2025/12/26,前湾码头,UTC1,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,fc8166987ffe0ed2dae756119149f9ca,周五,11天,亚海航运(KCS) | SITC(KCS) | OOCL(CIP2) | KMTC(KCS) | COSCO(NIS1) | CNC(KCSCNC),东南亚直航,ESL KABIR/0XLADS,2011,5605 TEU,2026/1/2,前湾码头,UTC1,12天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,fc8166987ffe0ed2dae756119149f9ca,周五,11天,亚海航运(KCS) | SITC(KCS) | OOCL(CIP2) | KMTC(KCS) | COSCO(NIS1) | CNC(KCSCNC),东南亚直航,APL TURKEY/0XLAFS1NC,2009,6350 TEU,2026/1/9,前湾码头,UTC1,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,f18aab974d4d0fb9ecef3ae1754493a3,周五,10天,南星海运(KCI) | TSL(KCI) | SITC(CMI3) | RCL(RCI03) | ONE(KCI),印尼直航,TS VANCOUVER/2509S,2023,2954 TEU,2025/11/21,前湾联合码头,NPCT1,8天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,f18aab974d4d0fb9ecef3ae1754493a3,周五,10天,南星海运(KCI) | TSL(KCI) | SITC(CMI3) | RCL(RCI03) | ONE(KCI),印尼直航,SPIL NINGSIH/0014S,2003,2532 TEU,2025/12/3,前湾联合码头,NPCT1,10天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,f18aab974d4d0fb9ecef3ae1754493a3,周五,10天,南星海运(KCI) | TSL(KCI) | SITC(CMI3) | RCL(RCI03) | ONE(KCI),印尼直航,STARSHIP VENUS/2511S,2024,2548 TEU,2025/12/5,前湾联合码头,NPCT1,10天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,f18aab974d4d0fb9ecef3ae1754493a3,周五,10天,南星海运(KCI) | TSL(KCI) | SITC(CMI3) | RCL(RCI03) | ONE(KCI),印尼直航,SITC SHEKOU/2524S,2020,2433 TEU,2025/12/7,前湾联合码头,NPCT1,13天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,f18aab974d4d0fb9ecef3ae1754493a3,周五,10天,南星海运(KCI) | TSL(KCI) | SITC(CMI3) | RCL(RCI03) | ONE(KCI),印尼直航,TS VANCOUVER/2510S,2023,2954 TEU,2025/12/14,前湾联合码头,NPCT1,9天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,f18aab974d4d0fb9ecef3ae1754493a3,周五,10天,南星海运(KCI) | TSL(KCI) | SITC(CMI3) | RCL(RCI03) | ONE(KCI),印尼直航,STARSHIP VENUS/2512S,2024,2548 TEU,2025/12/30,前湾联合码头,NPCT1,10天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,f18aab974d4d0fb9ecef3ae1754493a3,周五,10天,南星海运(KCI) | TSL(KCI) | SITC(CMI3) | RCL(RCI03) | ONE(KCI),印尼直航,STARSHIP VENUS/2513S,2024,2548 TEU,2026/1/24,前湾联合码头,NPCT1,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a19b7a0b5bcacb97347cb69b3089c708,周日,12天,PIL(NCI) | 山东远洋(NJX) | X-PRESS(NJX) | HMM(NIS) | 中谷物流(NJX),印尼直航,AS CHRISTIANA/0003S,2006,2742 TEU,2025/11/16,新前湾码头,UTC3,12天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a19b7a0b5bcacb97347cb69b3089c708,周日,12天,PIL(NCI) | 山东远洋(NJX) | X-PRESS(NJX) | HMM(NIS) | 中谷物流(NJX),印尼直航,KOTA MACHAN/0543S,,,2025/11/25,新前湾码头,UTC3,12天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a19b7a0b5bcacb97347cb69b3089c708,周日,12天,PIL(NCI) | 山东远洋(NJX) | X-PRESS(NJX) | HMM(NIS) | 中谷物流(NJX),印尼直航,KOTA GANDING/0529S,,,2025/11/30,新前湾码头,UTC3,12天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a19b7a0b5bcacb97347cb69b3089c708,周日,12天,PIL(NCI) | 山东远洋(NJX) | X-PRESS(NJX) | HMM(NIS) | 中谷物流(NJX),印尼直航,HYUNDAI UNITY/0177S,2007,4571 TEU,2025/12/7,新前湾码头,UTC3,12天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a19b7a0b5bcacb97347cb69b3089c708,周日,12天,PIL(NCI) | 山东远洋(NJX) | X-PRESS(NJX) | HMM(NIS) | 中谷物流(NJX),印尼直航,KOTA SEJATI/0525S,,,2025/12/14,新前湾码头,UTC3,12天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a19b7a0b5bcacb97347cb69b3089c708,周日,12天,PIL(NCI) | 山东远洋(NJX) | X-PRESS(NJX) | HMM(NIS) | 中谷物流(NJX),印尼直航,AS CHRISTIANA/0004S,2006,2742 TEU,2025/12/21,新前湾码头,UTC3,12天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a19b7a0b5bcacb97347cb69b3089c708,周日,12天,PIL(NCI) | 山东远洋(NJX) | X-PRESS(NJX) | HMM(NIS) | 中谷物流(NJX),印尼直航,KOTA MACHAN/0544S,,,2025/12/28,新前湾码头,UTC3,12天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a19b7a0b5bcacb97347cb69b3089c708,周日,12天,PIL(NCI) | 山东远洋(NJX) | X-PRESS(NJX) | HMM(NIS) | 中谷物流(NJX),印尼直航,KOTA GANDING/0530S,,,2026/1/4,新前湾码头,UTC3,12天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a06661bad4d155a140fde051650a113e,周日,11天,COSCO(CSE) | KMTC(CSE) | OOCL(CSE1),东南亚直航,空班/,,,2025/11/16,前湾联合码头,UTC2,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a06661bad4d155a140fde051650a113e,周日,11天,COSCO(CSE) | KMTC(CSE) | OOCL(CSE1),东南亚直航,XIN SU ZHOU/274S,,,2025/11/20,前湾联合码头,UTC1,10天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a06661bad4d155a140fde051650a113e,周日,11天,COSCO(CSE) | KMTC(CSE) | OOCL(CSE1),东南亚直航,COSCO HAIFA/138S,,,2025/11/29,前湾联合码头,UTC1,10天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a06661bad4d155a140fde051650a113e,周日,11天,COSCO(CSE) | KMTC(CSE) | OOCL(CSE1),东南亚直航,XIN YING KOU/260S,,,2025/12/6,前湾联合码头,UTC1,9天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a06661bad4d155a140fde051650a113e,周日,11天,COSCO(CSE) | KMTC(CSE) | OOCL(CSE1),东南亚直航,XIN SU ZHOU/275S,,,2025/12/11,前湾联合码头,UTC1,10天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a06661bad4d155a140fde051650a113e,周日,11天,COSCO(CSE) | KMTC(CSE) | OOCL(CSE1),东南亚直航,COSCO HAIFA/139S,,,2025/12/24,前湾联合码头,UTC1,9天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a06661bad4d155a140fde051650a113e,周日,11天,COSCO(CSE) | KMTC(CSE) | OOCL(CSE1),东南亚直航,XIN YING KOU/261S,,,2025/12/30,前湾联合码头,UTC1,10天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a06661bad4d155a140fde051650a113e,周日,11天,COSCO(CSE) | KMTC(CSE) | OOCL(CSE1),东南亚直航,XIN SU ZHOU/276S,,,2026/1/4,前湾联合码头,UTC1,11天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚泗水,f2521a1260fe2d3d4bfab54677ad33b9,周一,16天,MERATUS(CIDX),印尼直航,MARINA AURORA/CJ017S,,,2025/11/24,大港码头,TPS,12天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚泗水,f2521a1260fe2d3d4bfab54677ad33b9,周一,16天,MERATUS(CIDX),印尼直航,MARINA ATHENA/CJ018S,2025,1075 TEU,2025/12/11,大港码头,TPS,16天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚泗水,f2521a1260fe2d3d4bfab54677ad33b9,周一,16天,MERATUS(CIDX),印尼直航,MARINA AURORA/CJ019S,,,2025/12/27,大港码头,TPS,16天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚泗水,beae0494448922d3ce8a6a0082a465c5,周二,16天,MAERSK(INTRA ASIA 8),东南亚直航,MARSA PRIDE/545S,2005,2556 TEU,2025/11/19,前湾码头,SBCT,10天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚泗水,beae0494448922d3ce8a6a0082a465c5,周二,16天,MAERSK(INTRA ASIA 8),东南亚直航,SPIL NIKEN/546S,2003,2532 TEU,2025/11/23,前湾码头,SBCT,13天
